Time,bidPrice,bidSize,askPrice,askSize,totalVolume,volatility,delta,gamma,theta,vega,rho,markPrice
10:05:00,1.68,60,1.7,4,4842,11.927,0.617,0.124,-0.353,0.099,0.011,1.69
10:05:02,1.69,30,1.71,5,4842,11.892,0.613,0.124,-0.351,0.099,0.011,1.7
10:05:04,1.7,41,1.72,2,4842,11.892,0.613,0.124,-0.351,0.099,0.011,1.71
10:05:07,1.71,10,1.73,12,4842,11.888,0.616,0.124,-0.349,0.099,0.01,1.72
10:05:09,1.68,10,1.7,20,4842,11.888,0.616,0.124,-0.349,0.099,0.01,1.69
10:05:12,1.69,25,1.71,1,4842,11.872,0.613,0.125,-0.351,0.099,0.011,1.7
10:05:14,1.69,30,1.71,20,4842,11.872,0.613,0.125,-0.351,0.099,0.011,1.7
10:05:16,1.69,69,1.72,5,4842,11.822,0.613,0.125,-0.347,0.099,0.01,1.71
10:05:19,1.69,80,1.71,2,4842,11.822,0.613,0.125,-0.347,0.099,0.01,1.7
10:05:21,1.69,20,1.71,17,4842,11.822,0.613,0.125,-0.347,0.099,0.01,1.7
10:05:24,1.68,70,1.7,5,4842,11.853,0.612,0.125,-0.35,0.099,0.011,1.69
10:05:26,1.67,30,1.69,17,4842,11.853,0.612,0.125,-0.35,0.099,0.011,1.68
