Time,bidPrice,bidSize,askPrice,askSize,totalVolume,volatility,delta,gamma,theta,vega,rho,markPrice
09:53:25,1.78,30,1.8,3,3998,12.316,0.618,0.12,-0.359,0.099,0.01,1.79
09:53:27,1.78,57,1.8,10,3999,12.316,0.618,0.12,-0.359,0.099,0.01,1.79
09:53:30,1.79,30,1.81,3,3999,12.316,0.618,0.12,-0.359,0.099,0.01,1.8
09:53:32,1.77,23,1.8,2,4003,12.323,0.619,0.119,-0.362,0.099,0.011,1.79
09:53:34,1.79,1,1.8,2,4003,12.323,0.619,0.119,-0.362,0.099,0.011,1.8
09:53:37,1.79,7,1.81,12,4003,12.374,0.619,0.119,-0.366,0.099,0.011,1.8
09:53:39,1.79,31,1.81,3,4003,12.374,0.619,0.119,-0.366,0.099,0.011,1.8
09:53:42,1.79,4,1.8,11,4003,12.316,0.618,0.12,-0.362,0.099,0.011,1.8
09:53:44,1.78,20,1.8,11,4003,12.316,0.618,0.12,-0.362,0.099,0.011,1.79
09:53:46,1.79,7,1.8,14,4003,12.317,0.618,0.12,-0.363,0.099,0.011,1.8
09:53:49,1.77,60,1.8,4,4003,12.317,0.618,0.12,-0.363,0.099,0.011,1.79
09:53:51,1.78,30,1.8,12,4003,12.315,0.618,0.12,-0.366,0.099,0.011,1.79
09:53:54,1.78,2,1.8,15,4003,12.315,0.618,0.12,-0.366,0.099,0.011,1.79
09:53:56,1.75,1,1.76,4,4008,12.141,0.614,0.122,-0.353,0.099,0.01,1.76
09:54:00,1.75,1,1.76,4,4009,12.141,0.614,0.122,-0.353,0.099,0.01,1.76
09:54:02,1.73,80,1.75,16,4010,12.253,0.612,0.121,-0.36,0.099,0.01,1.74
09:54:36,1.75,9,1.77,14,4013,12.284,0.611,0.121,-0.363,0.099,0.011,1.76
09:54:36,1.76,53,1.78,6,4014,12.284,0.611,0.121,-0.363,0.099,0.011,1.77
09:54:39,1.75,51,1.77,3,4014,12.312,0.613,0.12,-0.364,0.099,0.011,1.76
09:54:41,1.75,30,1.77,13,4014,12.312,0.613,0.12,-0.364,0.099,0.011,1.76
09:54:44,1.75,80,1.77,2,4015,12.292,0.612,0.12,-0.361,0.099,0.01,1.76
09:54:46,1.75,40,1.77,3,4015,12.292,0.612,0.12,-0.361,0.099,0.01,1.76
09:54:48,1.74,10,1.75,3,4015,12.288,0.611,0.121,-0.363,0.099,0.011,1.75
09:54:51,1.73,2,1.74,3,4043,12.288,0.611,0.121,-0.363,0.099,0.011,1.74
09:54:53,1.71,23,1.72,3,4044,12.318,0.604,0.121,-0.364,0.1,0.01,1.72
09:54:55,1.71,21,1.73,10,4056,12.318,0.604,0.121,-0.364,0.1,0.01,1.72
09:54:58,1.7,50,1.72,2,4056,12.318,0.604,0.121,-0.364,0.1,0.01,1.71
09:55:00,1.71,36,1.73,4,4061,12.308,0.602,0.121,-0.37,0.1,0.01,1.72
09:55:03,1.7,70,1.74,51,4062,12.308,0.602,0.121,-0.37,0.1,0.01,1.72
09:55:05,1.7,70,1.72,11,4062,12.308,0.605,0.121,-0.367,0.1,0.011,1.71
09:55:07,1.7,33,1.73,30,4077,12.308,0.605,0.121,-0.367,0.1,0.011,1.72
09:55:10,1.69,70,1.71,1,4077,12.299,0.6,0.121,-0.365,0.1,0.01,1.7
09:55:12,1.71,20,1.73,5,4077,12.299,0.6,0.121,-0.365,0.1,0.01,1.72
09:55:14,1.71,48,1.73,10,4077,12.279,0.603,0.121,-0.363,0.1,0.01,1.72
09:55:17,1.71,16,1.73,5,4077,12.279,0.603,0.121,-0.363,0.1,0.01,1.72
09:55:19,1.69,70,1.71,5,4077,12.308,0.602,0.121,-0.37,0.1,0.01,1.7
09:55:21,1.67,9,1.68,16,4077,12.308,0.602,0.121,-0.37,0.1,0.01,1.67
09:55:24,1.69,73,1.71,3,4077,12.308,0.602,0.121,-0.37,0.1,0.01,1.7
09:55:26,1.68,14,1.69,4,4077,12.219,0.602,0.122,-0.36,0.1,0.01,1.69
09:55:28,1.68,10,1.69,4,4077,12.219,0.602,0.122,-0.36,0.1,0.01,1.69
09:55:31,1.67,24,1.7,1,4077,12.279,0.597,0.122,-0.365,0.1,0.01,1.69
09:55:33,1.67,34,1.7,2,4077,12.279,0.597,0.122,-0.365,0.1,0.01,1.69
09:55:36,1.67,18,1.69,16,4077,12.199,0.598,0.123,-0.36,0.1,0.01,1.68
09:55:39,1.67,14,1.69,9,4077,12.199,0.598,0.123,-0.36,0.1,0.01,1.68
09:55:41,1.68,35,1.7,20,4094,12.268,0.595,0.122,-0.363,0.1,0.01,1.69
09:55:44,1.67,49,1.69,3,4094,12.268,0.595,0.122,-0.363,0.1,0.01,1.68
09:55:46,1.67,70,1.7,10,4094,12.149,0.598,0.123,-0.362,0.1,0.01,1.69
09:55:48,1.67,30,1.69,2,4094,12.149,0.598,0.123,-0.362,0.1,0.01,1.68
09:55:51,1.66,25,1.68,1,4094,12.238,0.596,0.122,-0.364,0.1,0.01,1.67
09:55:53,1.66,47,1.68,3,4094,12.238,0.596,0.122,-0.364,0.1,0.01,1.67
09:55:56,1.67,20,1.69,11,4094,12.218,0.596,0.123,-0.358,0.1,0.01,1.68
09:55:58,1.66,68,1.69,11,4094,12.218,0.596,0.123,-0.358,0.1,0.01,1.67
09:56:00,1.66,15,1.68,5,4094,12.218,0.596,0.123,-0.358,0.1,0.01,1.67
09:56:03,1.65,53,1.67,6,4094,12.238,0.596,0.122,-0.364,0.1,0.01,1.66
09:56:05,1.65,78,1.67,8,4094,12.238,0.596,0.122,-0.364,0.1,0.01,1.66
09:56:07,1.65,47,1.67,20,4094,12.237,0.593,0.123,-0.363,0.1,0.01,1.66
09:56:10,1.65,38,1.66,4,4094,12.237,0.593,0.123,-0.363,0.1,0.01,1.65
09:56:12,1.65,2,1.67,10,4142,12.187,0.593,0.123,-0.361,0.1,0.01,1.66
09:56:14,1.64,70,1.66,1,4154,12.187,0.593,0.123,-0.361,0.1,0.01,1.65
09:56:17,1.64,80,1.67,10,4245,12.207,0.594,0.123,-0.367,0.1,0.01,1.65
09:56:19,1.63,70,1.65,1,4254,12.207,0.594,0.123,-0.367,0.1,0.01,1.64
09:56:22,1.62,80,1.64,2,4254,12.194,0.589,0.123,-0.364,0.101,0.01,1.63
09:56:24,1.61,70,1.63,3,4255,12.194,0.589,0.123,-0.364,0.101,0.01,1.62
09:56:26,1.61,46,1.63,10,4256,12.194,0.589,0.123,-0.364,0.101,0.01,1.62
09:56:29,1.61,65,1.63,2,4256,12.17,0.585,0.124,-0.367,0.101,0.01,1.62
09:56:31,1.57,80,1.58,2,4256,12.17,0.585,0.124,-0.367,0.101,0.01,1.58
09:56:33,1.54,80,1.57,17,4257,12.211,0.579,0.124,-0.37,0.101,0.01,1.56
09:56:36,1.5,70,1.52,20,4278,12.211,0.579,0.124,-0.37,0.101,0.01,1.51
09:56:38,1.52,70,1.58,37,4279,12.163,0.566,0.125,-0.366,0.102,0.009,1.55
09:56:41,1.53,80,1.56,4,4280,12.163,0.566,0.125,-0.366,0.102,0.009,1.55
09:56:43,1.53,80,1.56,4,4280,12.262,0.57,0.124,-0.371,0.102,0.01,1.55
09:56:45,1.58,36,1.6,2,4312,12.262,0.57,0.124,-0.371,0.102,0.01,1.59
09:56:48,1.56,80,1.6,10,4312,12.14,0.579,0.125,-0.37,0.101,0.01,1.58
09:56:50,1.56,80,1.61,7,4312,12.14,0.579,0.125,-0.37,0.101,0.01,1.59
09:56:52,1.57,6,1.6,9,4312,12.14,0.579,0.125,-0.37,0.101,0.01,1.59
09:56:55,1.58,10,1.6,7,4315,12.083,0.58,0.125,-0.361,0.101,0.01,1.59
09:56:57,1.58,32,1.6,1,4315,12.083,0.58,0.125,-0.361,0.101,0.01,1.59
09:56:59,1.58,60,1.61,4,4315,12.083,0.58,0.125,-0.361,0.101,0.01,1.6
09:57:02,1.58,73,1.62,2,4315,12.083,0.58,0.125,-0.361,0.101,0.01,1.6
09:57:04,1.59,60,1.61,4,4315,12.182,0.587,0.124,-0.369,0.101,0.01,1.6
09:57:07,1.59,52,1.61,5,4315,12.182,0.587,0.124,-0.369,0.101,0.01,1.6
09:57:09,1.59,20,1.61,9,4315,12.018,0.583,0.126,-0.358,0.101,0.01,1.6
09:57:11,1.59,69,1.61,2,4315,12.018,0.583,0.126,-0.358,0.101,0.01,1.6
09:57:14,1.59,19,1.6,3,4315,12.067,0.583,0.125,-0.36,0.101,0.01,1.6
09:57:17,1.59,1,1.62,2,4315,12.067,0.583,0.125,-0.36,0.101,0.01,1.61
09:57:19,1.58,100,1.61,61,4325,12.071,0.586,0.125,-0.364,0.101,0.01,1.6
09:57:22,1.58,100,1.61,6,4325,12.071,0.586,0.125,-0.364,0.101,0.01,1.6
09:57:24,1.58,100,1.6,10,4325,12.117,0.583,0.125,-0.365,0.101,0.01,1.59
09:57:26,1.58,100,1.61,10,4325,12.117,0.583,0.125,-0.365,0.101,0.01,1.6
09:57:29,1.58,100,1.63,7,4325,12.199,0.585,0.124,-0.367,0.101,0.01,1.61
09:57:31,1.61,80,1.64,1,4325,12.199,0.585,0.124,-0.367,0.101,0.01,1.63
09:57:33,1.61,100,1.63,7,4325,12.199,0.585,0.124,-0.367,0.101,0.01,1.62
09:57:36,1.61,100,1.64,9,4330,12.199,0.585,0.124,-0.367,0.101,0.01,1.63
09:57:38,1.61,100,1.65,10,4330,12.199,0.585,0.124,-0.367,0.101,0.01,1.63
09:57:41,1.61,100,1.65,2,4352,12.275,0.591,0.122,-0.366,0.1,0.01,1.63
09:57:43,1.63,70,1.65,2,4353,12.275,0.591,0.122,-0.366,0.1,0.01,1.64
09:57:45,1.63,70,1.65,2,4355,12.135,0.591,0.124,-0.36,0.101,0.01,1.64
09:57:48,1.62,80,1.65,2,4355,12.135,0.591,0.124,-0.36,0.101,0.01,1.64
09:57:50,1.63,93,1.67,2,4437,12.205,0.591,0.123,-0.362,0.1,0.01,1.65
09:57:52,1.63,80,1.67,5,4437,12.205,0.591,0.123,-0.362,0.1,0.01,1.65
09:57:55,1.63,80,1.68,9,4437,12.198,0.595,0.123,-0.359,0.1,0.01,1.65
09:57:57,1.65,34,1.67,15,4437,12.198,0.595,0.123,-0.359,0.1,0.01,1.66
09:58:00,1.63,80,1.66,1,4438,12.198,0.595,0.123,-0.359,0.1,0.01,1.65
09:58:02,1.63,80,1.66,3,4457,12.216,0.592,0.123,-0.368,0.1,0.01,1.65
09:58:04,1.66,40,1.68,6,4457,12.216,0.592,0.123,-0.368,0.1,0.01,1.67
09:58:07,1.66,30,1.68,48,4457,12.218,0.596,0.123,-0.362,0.1,0.01,1.67
09:58:09,1.65,50,1.67,6,4460,12.218,0.596,0.123,-0.362,0.1,0.01,1.66
09:58:11,1.64,70,1.66,1,4460,12.137,0.594,0.124,-0.363,0.1,0.01,1.65
09:58:14,1.64,64,1.66,10,4460,12.137,0.594,0.124,-0.363,0.1,0.01,1.65
09:58:16,1.63,65,1.65,3,4460,12.146,0.592,0.124,-0.364,0.1,0.01,1.64
09:58:19,1.63,43,1.64,1,4460,12.146,0.592,0.124,-0.364,0.1,0.01,1.63
09:58:21,1.63,69,1.65,5,4460,12.226,0.591,0.123,-0.365,0.1,0.01,1.64
09:58:23,1.64,10,1.65,11,4460,12.226,0.591,0.123,-0.365,0.1,0.01,1.65
09:58:26,1.63,32,1.65,5,4470,12.226,0.591,0.123,-0.365,0.1,0.01,1.64
09:58:28,1.63,56,1.66,48,4473,12.214,0.589,0.123,-0.365,0.101,0.01,1.65
09:58:30,1.64,2,1.65,1,4473,12.214,0.589,0.123,-0.365,0.101,0.01,1.65
09:58:33,1.65,1,1.66,2,4473,12.205,0.591,0.123,-0.366,0.101,0.01,1.65
09:58:35,1.63,33,1.65,22,4477,12.205,0.591,0.123,-0.366,0.101,0.01,1.64
09:58:38,1.63,20,1.65,1,4477,12.225,0.591,0.123,-0.368,0.1,0.01,1.64
09:58:40,1.64,18,1.65,7,4477,12.225,0.591,0.123,-0.368,0.1,0.01,1.65
09:58:42,1.66,11,1.67,1,4477,12.227,0.594,0.123,-0.366,0.1,0.01,1.67
09:58:45,1.67,7,1.68,6,4478,12.227,0.594,0.123,-0.366,0.1,0.01,1.67
09:58:47,1.66,41,1.68,7,4478,12.199,0.598,0.123,-0.364,0.1,0.01,1.67
09:58:49,1.67,1,1.69,30,4478,12.199,0.598,0.123,-0.364,0.1,0.01,1.68
09:58:52,1.67,9,1.68,10,4483,12.199,0.598,0.123,-0.364,0.1,0.01,1.67
09:58:54,1.67,55,1.69,11,4483,12.169,0.599,0.123,-0.361,0.1,0.01,1.68
09:58:57,1.68,18,1.69,10,4483,12.169,0.599,0.123,-0.361,0.1,0.01,1.69
09:58:59,1.69,33,1.71,38,4493,12.269,0.601,0.122,-0.362,0.1,0.01,1.7
09:59:01,1.66,23,1.68,4,4494,12.269,0.601,0.122,-0.362,0.1,0.01,1.67
09:59:04,1.67,52,1.69,11,4498,12.169,0.599,0.123,-0.361,0.1,0.01,1.68
09:59:06,1.67,10,1.68,4,4498,12.169,0.599,0.123,-0.361,0.1,0.01,1.67
09:59:08,1.66,46,1.68,4,4498,12.088,0.597,0.124,-0.359,0.1,0.01,1.67
09:59:11,1.68,38,1.69,10,4503,12.088,0.597,0.124,-0.359,0.1,0.01,1.69
09:59:13,1.68,34,1.69,6,4517,12.149,0.599,0.123,-0.359,0.1,0.01,1.69
09:59:16,1.66,13,1.67,1,4517,12.149,0.599,0.123,-0.359,0.1,0.01,1.67
09:59:18,1.65,52,1.68,5,4517,12.118,0.596,0.123,-0.36,0.1,0.01,1.67
09:59:20,1.65,44,1.67,3,4517,12.118,0.596,0.123,-0.36,0.1,0.01,1.66
09:59:23,1.65,9,1.67,33,4517,12.118,0.596,0.123,-0.36,0.1,0.01,1.66
09:59:25,1.65,39,1.67,6,4517,12.067,0.594,0.124,-0.359,0.1,0.01,1.66
09:59:27,1.65,14,1.66,5,4517,12.067,0.594,0.124,-0.359,0.1,0.01,1.65
09:59:30,1.67,16,1.69,4,4517,12.187,0.593,0.123,-0.361,0.1,0.01,1.68
09:59:32,1.67,26,1.69,10,4517,12.187,0.593,0.123,-0.361,0.1,0.01,1.68
09:59:34,1.68,18,1.7,41,4517,12.249,0.598,0.122,-0.366,0.1,0.01,1.69
09:59:37,1.68,24,1.7,16,4517,12.249,0.598,0.122,-0.366,0.1,0.01,1.69
09:59:39,1.68,36,1.7,4,4517,12.15,0.597,0.123,-0.361,0.1,0.01,1.69
09:59:42,1.69,16,1.71,10,4517,12.15,0.597,0.123,-0.361,0.1,0.01,1.7
09:59:44,1.69,80,1.71,6,4517,12.289,0.602,0.121,-0.367,0.1,0.01,1.7
09:59:46,1.67,50,1.69,10,4517,12.289,0.602,0.121,-0.367,0.1,0.01,1.68
09:59:49,1.66,4,1.67,10,4517,12.289,0.602,0.121,-0.367,0.1,0.01,1.67
09:59:51,1.64,65,1.66,2,4523,12.068,0.594,0.124,-0.359,0.1,0.01,1.65
09:59:53,1.63,70,1.65,5,4523,12.068,0.594,0.124,-0.359,0.1,0.01,1.64
09:59:56,1.65,13,1.66,4,4523,12.155,0.591,0.124,-0.366,0.1,0.01,1.65
09:59:58,1.64,12,1.66,3,4523,12.155,0.591,0.124,-0.366,0.1,0.01,1.65
10:00:01,1.61,100,1.62,11,4523,12.158,0.584,0.124,-0.362,0.101,0.01,1.62
10:00:03,1.6,20,1.62,6,4623,12.158,0.584,0.124,-0.362,0.101,0.01,1.61
10:00:05,1.58,7,1.59,6,4623,12.308,0.584,0.123,-0.372,0.101,0.01,1.59
10:00:08,1.58,16,1.6,3,4624,12.308,0.584,0.123,-0.372,0.101,0.01,1.59
10:00:10,1.59,9,1.6,15,4624,12.174,0.581,0.124,-0.363,0.101,0.01,1.6
10:00:12,1.57,6,1.58,16,4624,12.174,0.581,0.124,-0.363,0.101,0.01,1.58
10:00:15,1.56,60,1.58,6,4624,12.174,0.581,0.124,-0.363,0.101,0.01,1.57
10:00:17,1.57,12,1.6,6,4624,12.148,0.577,0.125,-0.367,0.101,0.01,1.59
10:00:20,1.58,3,1.59,2,4627,12.148,0.577,0.125,-0.367,0.101,0.01,1.59
10:00:22,1.59,6,1.61,50,4627,12.257,0.583,0.123,-0.369,0.101,0.01,1.6
10:00:24,1.6,35,1.62,11,4627,12.257,0.583,0.123,-0.369,0.101,0.01,1.61
10:00:27,1.62,8,1.63,10,4627,12.141,0.586,0.124,-0.361,0.101,0.01,1.63
10:00:29,1.61,46,1.63,6,4627,12.141,0.586,0.124,-0.361,0.101,0.01,1.62
10:00:31,1.62,33,1.64,6,4627,12.141,0.586,0.124,-0.361,0.101,0.01,1.63
10:00:34,1.62,10,1.63,26,4632,12.141,0.586,0.124,-0.361,0.101,0.01,1.63
10:00:36,1.57,22,1.59,21,4632,12.125,0.582,0.125,-0.355,0.101,0.01,1.58
10:00:38,1.57,41,1.59,3,4632,12.125,0.582,0.125,-0.355,0.101,0.01,1.58
10:00:41,1.59,16,1.62,4,4632,12.125,0.582,0.125,-0.355,0.101,0.01,1.61
10:00:43,1.6,7,1.62,2,4632,12.088,0.583,0.125,-0.362,0.101,0.01,1.61
10:00:46,1.58,1,1.62,6,4632,12.088,0.583,0.125,-0.362,0.101,0.01,1.6
10:00:48,1.57,17,1.62,2,4632,11.984,0.581,0.126,-0.354,0.101,0.01,1.6
10:00:50,1.58,10,1.61,60,4632,11.984,0.581,0.126,-0.354,0.101,0.01,1.6
10:00:53,1.58,60,1.61,7,4632,12.174,0.581,0.124,-0.363,0.101,0.01,1.6
10:00:55,1.59,50,1.62,9,4632,12.174,0.581,0.124,-0.363,0.101,0.01,1.61
10:00:57,1.59,10,1.61,3,4632,12.174,0.581,0.124,-0.363,0.101,0.01,1.6
10:01:00,1.6,40,1.62,10,4632,12.174,0.581,0.124,-0.363,0.101,0.01,1.61
10:01:02,1.62,6,1.64,7,4632,12.137,0.586,0.124,-0.361,0.101,0.01,1.63
10:01:06,1.62,1,1.64,50,4632,12.137,0.586,0.124,-0.361,0.101,0.01,1.63
10:01:08,1.62,6,1.64,5,4632,12.182,0.587,0.124,-0.362,0.101,0.01,1.63
10:01:11,1.61,31,1.63,10,4632,12.182,0.587,0.124,-0.362,0.101,0.01,1.62
10:01:13,1.62,9,1.64,50,4632,12.141,0.586,0.124,-0.358,0.101,0.01,1.63
10:01:15,1.6,15,1.62,5,4632,12.141,0.586,0.124,-0.358,0.101,0.01,1.61
10:01:18,1.6,1,1.61,13,4632,12.166,0.582,0.124,-0.365,0.101,0.01,1.61
10:01:20,1.6,3,1.62,16,4632,12.166,0.582,0.124,-0.365,0.101,0.01,1.61
10:01:22,1.58,15,1.62,16,4633,12.166,0.582,0.124,-0.365,0.101,0.01,1.6
10:01:25,1.59,32,1.61,16,4633,12.203,0.58,0.124,-0.366,0.101,0.01,1.6
10:01:27,1.58,8,1.59,11,4633,12.203,0.58,0.124,-0.366,0.101,0.01,1.59
10:01:29,1.58,12,1.59,6,4633,12.203,0.58,0.124,-0.369,0.101,0.01,1.59
10:01:32,1.59,9,1.6,31,4633,12.203,0.58,0.124,-0.369,0.101,0.01,1.6
10:01:34,1.6,12,1.62,20,4645,12.26,0.585,0.123,-0.373,0.101,0.01,1.61
10:01:37,1.59,44,1.61,41,4645,12.26,0.585,0.123,-0.373,0.101,0.01,1.6
10:01:39,1.62,17,1.64,87,4645,12.236,0.582,0.123,-0.37,0.101,0.01,1.63
10:01:41,1.62,50,1.63,1,4645,12.236,0.582,0.123,-0.37,0.101,0.01,1.63
10:01:44,1.62,10,1.64,10,4647,12.216,0.588,0.123,-0.363,0.101,0.01,1.63
10:01:46,1.63,49,1.65,45,4647,12.216,0.588,0.123,-0.363,0.101,0.01,1.64
10:01:49,1.64,17,1.65,9,4647,12.115,0.592,0.124,-0.357,0.1,0.01,1.65
10:01:51,1.67,9,1.69,9,4647,12.115,0.592,0.124,-0.357,0.1,0.01,1.68
10:01:53,1.66,22,1.67,4,4647,12.115,0.592,0.124,-0.357,0.1,0.01,1.67
10:01:56,1.66,24,1.68,7,4647,12.128,0.598,0.123,-0.36,0.1,0.01,1.67
10:01:58,1.67,43,1.69,36,4647,12.128,0.598,0.123,-0.36,0.1,0.01,1.68
10:02:01,1.68,54,1.69,7,4647,12.229,0.6,0.122,-0.364,0.1,0.01,1.69
10:02:03,1.69,15,1.72,6,4650,12.229,0.6,0.122,-0.364,0.1,0.01,1.71
10:02:05,1.74,25,1.75,16,4651,12.125,0.611,0.122,-0.353,0.099,0.01,1.75
10:02:08,1.75,21,1.77,17,4661,12.125,0.611,0.122,-0.353,0.099,0.01,1.76
10:02:10,1.76,55,1.78,62,4706,12.258,0.616,0.12,-0.363,0.099,0.011,1.77
10:02:12,1.75,17,1.76,1,4708,12.258,0.616,0.12,-0.363,0.099,0.011,1.76
10:02:15,1.76,7,1.77,20,4708,12.161,0.614,0.122,-0.355,0.099,0.01,1.77
10:02:17,1.76,59,1.78,31,4709,12.161,0.614,0.122,-0.355,0.099,0.01,1.77
10:02:19,1.76,19,1.78,14,4711,12.161,0.614,0.122,-0.355,0.099,0.01,1.77
10:02:22,1.76,13,1.78,25,4711,12.157,0.617,0.121,-0.356,0.099,0.01,1.77
10:02:24,1.77,43,1.79,20,4711,12.157,0.617,0.121,-0.356,0.099,0.01,1.78
10:02:26,1.75,15,1.76,7,4716,12.215,0.619,0.121,-0.356,0.099,0.01,1.76
10:02:29,1.74,39,1.76,9,4716,12.215,0.619,0.121,-0.356,0.099,0.01,1.75
10:02:31,1.74,8,1.79,9,4716,12.149,0.616,0.122,-0.358,0.099,0.011,1.77
10:02:34,1.78,17,1.8,46,4716,12.149,0.616,0.122,-0.358,0.099,0.011,1.79
10:02:36,1.77,12,1.79,10,4729,12.202,0.62,0.121,-0.359,0.099,0.011,1.78
10:02:38,1.77,16,1.79,30,4731,12.202,0.62,0.121,-0.359,0.099,0.011,1.78
10:02:41,1.77,9,1.78,8,4731,12.113,0.62,0.122,-0.349,0.099,0.01,1.78
10:02:43,1.76,41,1.77,8,4734,12.113,0.62,0.122,-0.349,0.099,0.01,1.77
10:02:45,1.72,31,1.74,8,4734,12.001,0.614,0.123,-0.352,0.099,0.01,1.73
10:02:48,1.72,30,1.74,10,4743,12.001,0.614,0.123,-0.352,0.099,0.01,1.73
10:02:50,1.73,18,1.75,17,4762,12.001,0.614,0.123,-0.352,0.099,0.01,1.74
10:02:53,1.74,8,1.75,10,4762,12.122,0.613,0.122,-0.354,0.099,0.01,1.75
10:02:55,1.72,60,1.76,7,4762,12.122,0.613,0.122,-0.354,0.099,0.01,1.74
10:02:57,1.74,11,1.76,19,4762,12.219,0.616,0.121,-0.362,0.099,0.011,1.75
10:03:00,1.73,7,1.74,7,4762,12.219,0.616,0.121,-0.362,0.099,0.011,1.74
10:03:02,1.69,52,1.73,70,4763,12.037,0.607,0.124,-0.35,0.099,0.01,1.71
10:03:05,1.7,41,1.72,20,4763,12.037,0.607,0.124,-0.35,0.099,0.01,1.71
10:03:07,1.69,13,1.72,42,4765,12.148,0.605,0.123,-0.357,0.1,0.01,1.71
10:03:09,1.69,1,1.72,70,4765,12.148,0.605,0.123,-0.357,0.1,0.01,1.71
10:03:12,1.69,15,1.71,16,4766,12.118,0.606,0.123,-0.355,0.1,0.01,1.7
10:03:14,1.71,10,1.74,1,4766,12.118,0.606,0.123,-0.355,0.1,0.01,1.73
10:03:16,1.72,18,1.74,10,4808,12.118,0.606,0.123,-0.355,0.1,0.01,1.73
10:03:19,1.72,41,1.75,48,4808,12.136,0.609,0.122,-0.354,0.099,0.01,1.74
10:03:21,1.7,11,1.74,34,4808,12.136,0.609,0.122,-0.354,0.099,0.01,1.72
10:03:24,1.7,26,1.73,15,4808,12.057,0.607,0.123,-0.352,0.099,0.01,1.72
10:03:26,1.7,19,1.72,16,4808,12.057,0.607,0.123,-0.352,0.099,0.01,1.71
10:03:28,1.7,27,1.72,16,4809,12.096,0.608,0.123,-0.36,0.099,0.011,1.71
10:03:31,1.7,35,1.72,11,4809,12.096,0.608,0.123,-0.36,0.099,0.011,1.71
10:03:33,1.71,13,1.73,21,4809,11.996,0.609,0.124,-0.354,0.099,0.01,1.72
10:03:36,1.71,14,1.75,7,4809,11.996,0.609,0.124,-0.354,0.099,0.01,1.73
10:03:38,1.7,60,1.72,15,4812,12.004,0.611,0.123,-0.355,0.099,0.011,1.71
10:03:40,1.7,36,1.71,9,4812,12.004,0.611,0.123,-0.355,0.099,0.011,1.71
10:03:44,1.69,15,1.72,2,4812,11.984,0.61,0.124,-0.353,0.099,0.01,1.71
10:03:46,1.7,1,1.71,7,4812,11.984,0.61,0.124,-0.353,0.099,0.01,1.71
10:03:48,1.7,1,1.72,16,4812,11.984,0.61,0.124,-0.356,0.099,0.011,1.71
10:03:51,1.7,22,1.73,20,4813,11.984,0.61,0.124,-0.356,0.099,0.011,1.72
10:03:53,1.71,87,1.73,20,4813,11.99,0.615,0.123,-0.355,0.099,0.011,1.72
10:03:56,1.72,46,1.73,20,4813,11.99,0.615,0.123,-0.355,0.099,0.011,1.73
10:03:58,1.71,50,1.74,5,4833,11.95,0.614,0.124,-0.358,0.099,0.011,1.73
10:04:00,1.7,49,1.73,10,4839,11.95,0.614,0.124,-0.358,0.099,0.011,1.72
10:04:03,1.72,56,1.75,3,4839,11.95,0.614,0.124,-0.358,0.099,0.011,1.74
10:04:05,1.7,60,1.73,16,4839,11.908,0.617,0.124,-0.351,0.099,0.011,1.72
10:04:08,1.69,28,1.72,1,4839,11.908,0.617,0.124,-0.351,0.099,0.011,1.71
10:04:10,1.7,60,1.73,10,4839,11.973,0.612,0.124,-0.352,0.099,0.01,1.72
10:04:12,1.69,60,1.71,4,4839,11.973,0.612,0.124,-0.352,0.099,0.01,1.7
10:04:15,1.7,30,1.73,1,4839,12.021,0.611,0.123,-0.354,0.099,0.01,1.72
10:04:17,1.7,14,1.72,10,4839,12.021,0.611,0.123,-0.354,0.099,0.01,1.71
10:04:20,1.68,34,1.71,10,4839,11.945,0.609,0.124,-0.352,0.099,0.01,1.69
10:04:22,1.68,30,1.71,1,4839,11.945,0.609,0.124,-0.352,0.099,0.01,1.69
10:04:24,1.7,10,1.71,4,4839,11.938,0.611,0.124,-0.351,0.099,0.01,1.71
10:04:27,1.68,30,1.71,1,4839,11.938,0.611,0.124,-0.351,0.099,0.01,1.69
10:04:29,1.7,50,1.73,9,4839,11.938,0.611,0.124,-0.351,0.099,0.01,1.72
10:04:31,1.7,3,1.72,1,4839,11.861,0.614,0.125,-0.348,0.099,0.01,1.71
10:04:34,1.7,45,1.72,10,4839,11.861,0.614,0.125,-0.348,0.099,0.01,1.71
10:04:36,1.69,64,1.72,10,4839,11.864,0.611,0.125,-0.347,0.099,0.01,1.71
10:04:38,1.7,47,1.72,1,4839,11.864,0.611,0.125,-0.347,0.099,0.01,1.71
10:04:41,1.7,27,1.72,16,4839,11.911,0.613,0.124,-0.35,0.099,0.01,1.71
10:04:43,1.71,43,1.74,18,4839,11.911,0.613,0.124,-0.35,0.099,0.01,1.73
10:04:45,1.72,16,1.74,4,4839,11.934,0.619,0.123,-0.351,0.099,0.011,1.73
10:04:48,1.72,63,1.75,10,4839,11.934,0.619,0.123,-0.351,0.099,0.011,1.74
10:04:50,1.71,60,1.73,14,4839,11.896,0.618,0.124,-0.35,0.099,0.011,1.72
10:04:53,1.71,10,1.73,14,4839,11.896,0.618,0.124,-0.35,0.099,0.011,1.72
10:04:55,1.71,36,1.73,14,4839,11.896,0.618,0.124,-0.35,0.099,0.011,1.72
10:04:57,1.71,10,1.73,14,4839,11.927,0.617,0.124,-0.353,0.099,0.011,1.72
